,action,action_nns_function,deadline_timestamp_seconds,decided_timestamp_seconds,executed_timestamp_seconds,failed_timestamp_seconds,id,known_neurons_ballots,latest_tally,payload,proposal_id,proposal_timestamp_seconds,proposer,reject_cost_e8s,reward_status,settled_at,status,summary,title,topic,updated_at,url
717,ExecuteNnsFunction,IcpXdrConversionRate,1663850429.0,1663807248,1663807248,0.0,67874,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663807248, 'total': 41820846740042656, 'yes': 41566169347467747}","{'data_source': {'icp': ['Huobi'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663807200, 'xdr_permyriad_per_icp': 46044}",81868,1663807229,26.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6044.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:24.094950,
718,ExecuteNnsFunction,IcpXdrConversionRate,1663851047.0,1663807886,1663807886,0.0,67875,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663807886, 'total': 41820875398008169, 'yes': 41566198143350869}","{'data_source': {'icp': ['Gate.io'], 'sdr': 'xe.com'}, 'timestamp_seconds': 1663807800, 'xdr_permyriad_per_icp': 45755}",81869,1663807847,25.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5755.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:24.075865,
719,ExecuteNnsFunction,IcpXdrConversionRate,1663851723.0,1663808552,1663808552,0.0,67876,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663808552, 'total': 41820902709477310, 'yes': 41566109160091719}","{'data_source': {'icp': ['Gate.io'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663808400, 'xdr_permyriad_per_icp': 45705}",81870,1663808523,24.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5705.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:24.056627,
720,ExecuteNnsFunction,IcpXdrConversionRate,1663852250.0,1663809083,1663809083,0.0,67877,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663809083, 'total': 41820923827987322, 'yes': 41566129375013787}","{'data_source': {'icp': ['Binance'], 'sdr': 'xe.com'}, 'timestamp_seconds': 1663809000, 'xdr_permyriad_per_icp': 45635}",81871,1663809050,22.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5635.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:24.037547,
721,ExecuteNnsFunction,IcpXdrConversionRate,1663852850.0,1663809702,1663809702,0.0,67878,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663809702, 'total': 41820947460269980, 'yes': 41566153139929148}","{'data_source': {'icp': ['Gate.io', 'KuCoin'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663809600, 'xdr_permyriad_per_icp': 45945}",81872,1663809650,23.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5945.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:24.018828,
722,ExecuteNnsFunction,IcpXdrConversionRate,1663853428.0,1663810249,1663810249,0.0,67879,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663810249, 'total': 41820970965165041, 'yes': 41566176848954965}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663810200, 'xdr_permyriad_per_icp': 45812}",81873,1663810228,26.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5812.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:23.999798,
723,ExecuteNnsFunction,IcpXdrConversionRate,1663854053.0,1663810888,1663810888,0.0,67880,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663810888, 'total': 41821001280058979, 'yes': 41566207303628549}","{'data_source': {'icp': ['Huobi'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663810800, 'xdr_permyriad_per_icp': 45812}",81874,1663810853,25.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5812.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:23.980409,
724,ExecuteNnsFunction,IcpXdrConversionRate,1663854722.0,1663811552,1663811552,0.0,67881,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663811552, 'total': 41821029826262677, 'yes': 41566237134231157}","{'data_source': {'icp': ['Huobi'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663811460, 'xdr_permyriad_per_icp': 45812}",81875,1663811522,24.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5812.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:23.961478,
725,ExecuteNnsFunction,IcpXdrConversionRate,1663855248.0,1663812083,1663812083,0.0,67882,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663812083, 'total': 41821063792904605, 'yes': 41566270196991265}","{'data_source': {'icp': ['Gate.io'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663812000, 'xdr_permyriad_per_icp': 46058}",81876,1663812048,22.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6058.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:23.941783,
726,ExecuteNnsFunction,IcpXdrConversionRate,1663855848.0,1663812704,1663812704,0.0,67883,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663812704, 'total': 41821087352137811, 'yes': 41566293872779428}","{'data_source': {'icp': ['Gate.io', 'KuCoin'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663812600, 'xdr_permyriad_per_icp': 46097}",81877,1663812648,23.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6097.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.653597,
727,ExecuteNnsFunction,IcpXdrConversionRate,1663856429.0,1663813249,1663813249,0.0,67884,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663813249, 'total': 41821440051827568, 'yes': 41562678720059387}","{'data_source': {'icp': ['Coinbase'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663813140, 'xdr_permyriad_per_icp': 46099}",81878,1663813229,26.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6099.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.633096,
728,ExecuteNnsFunction,IcpXdrConversionRate,1663857048.0,1663813885,1663813885,0.0,67885,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663813885, 'total': 41821465451720848, 'yes': 41566672315415233}","{'data_source': {'icp': ['Binance'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663813800, 'xdr_permyriad_per_icp': 45967}",81879,1663813848,25.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.5967.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.611998,
729,ExecuteNnsFunction,IcpXdrConversionRate,1663857724.0,1663814550,1663814550,0.0,67886,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663814550, 'total': 41821492392074003, 'yes': 41566700542176463}","{'data_source': {'icp': ['Huobi'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663814460, 'xdr_permyriad_per_icp': 46044}",81880,1663814524,24.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6044.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.564687,
730,ExecuteNnsFunction,IcpXdrConversionRate,1663858250.0,1663815085,1663815085,0.0,67887,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663815085, 'total': 41821513013381500, 'yes': 41566720259594090}","{'data_source': {'icp': ['Binance', 'Gate.io'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663815000, 'xdr_permyriad_per_icp': 46204}",81881,1663815050,22.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6204.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.539474,
731,ExecuteNnsFunction,IcpXdrConversionRate,1663858849.0,1663815701,1663815701,0.0,67888,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663815701, 'total': 41821536405014567, 'yes': 41566743822467704}","{'data_source': {'icp': ['Gate.io'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663815600, 'xdr_permyriad_per_icp': 46309}",81882,1663815649,23.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6309.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.517948,
732,ExecuteNnsFunction,IcpXdrConversionRate,1663859429.0,1663816250,1663816250,0.0,67889,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}, {'id': '4966884161088437903', 'name': 'ICP Maximalist Network', 'vote': 0}, {'id': '5967494994762486275', 'name': 'Arthur’s Neuron (used to be cycle_dao)', 'vote': 0}, {'id': '14231996777861930328', 'name': 'ICDevs.org', 'vote': 0}, {'id': '428687636340283207', 'name': 'CryptoIsGood', 'vote': 0}, {'id': '10843833286193887500', 'name': 'Anvil', 'vote': 0}, {'id': '55674167450360693', 'name': 'ICPL.app', 'vote': 0}, {'id': '7766735497505253681', 'name': ""The Fools' Court"", 'vote': 0}, {'id': '12860062727199510685', 'name': 'ysyms', 'vote': 0}, {'id': '8959053254051540391', 'name': 'The Accumulators’ Neuron', 'vote': 0}, {'id': '6362091663310642824', 'name': 'RawTech Venture', 'vote': 0}, {'id': '8777656085298269769', 'name': 'Paul Young', 'vote': 0}, {'id': '5728549712200490799', 'name': 'ICPMANUAL', 'vote': 0}, {'id': '13538714184009896865', 'name': '8yeargangDAO', 'vote': 0}]","{'no': 0, 'timestamp_seconds': 1663816250, 'total': 41821564438907689, 'yes': 41566771983276014}","{'data_source': {'icp': ['Binance', 'Gate.io'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': 1663816200, 'xdr_permyriad_per_icp': 46127}",81883,1663816229,26.0,1000000000,SETTLED,2022-09-22 16:00:00.000000,EXECUTED,,The ICP/XDR conversion rate is set to 4.6127.,TOPIC_EXCHANGE_RATE,2022-09-22 16:03:19.499117,
