,action,action_nns_function,deadline_timestamp_seconds,decided_timestamp_seconds,executed_timestamp_seconds,failed_timestamp_seconds,id,known_neurons_ballots,latest_tally,payload,proposal_id,proposal_timestamp_seconds,proposer,reject_cost_e8s,reward_status,settled_at,status,summary,title,topic,updated_at,url
352,ExecuteNnsFunction,IcpXdrConversionRate,,1625218830,1625218830,,29129,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625218830.0, 'total': '32143738929794869', 'yes': '32134296236763505'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625218800', 'xdr_permyriad_per_icp': '296382'}",8274,1625218815,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6382.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.331735,
353,ExecuteNnsFunction,IcpXdrConversionRate,,1625219478,1625219478,,29130,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625219478.0, 'total': '32143737301604787', 'yes': '32134294602491504'}","{'data_source': {'icp': ['Coinbase'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625219340', 'xdr_permyriad_per_icp': '296585'}",8275,1625219421,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6585.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.332703,
354,ExecuteNnsFunction,IcpXdrConversionRate,,1625220020,1625220020,,29131,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625220020.0, 'total': '32143735117138248', 'yes': '32134346839219714'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625220000', 'xdr_permyriad_per_icp': '295821'}",8276,1625220015,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.5821.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.333694,
355,ExecuteNnsFunction,IcpXdrConversionRate,,1625220639,1625220639,,29132,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625220639.0, 'total': '32143732901231108', 'yes': '32134292363158629'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625220600', 'xdr_permyriad_per_icp': '296101'}",8277,1625220617,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6101.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.334650,
356,ExecuteNnsFunction,IcpXdrConversionRate,,1625221220,1625221220,,29133,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625221220.0, 'total': '32141967565147538', 'yes': '32132580086478664'}","{'data_source': {'icp': ['Coinbase'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625221140', 'xdr_permyriad_per_icp': '292848'}",8278,1625221215,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.2848.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.335578,
357,ExecuteNnsFunction,IcpXdrConversionRate,,1625221826,1625221826,,29134,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625221826.0, 'total': '32141965355569890', 'yes': '32132576908412538'}","{'data_source': {'icp': ['Coinbase'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625221800', 'xdr_permyriad_per_icp': '296213'}",8279,1625221817,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6213.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.336503,
358,ExecuteNnsFunction,IcpXdrConversionRate,,1625222477,1625222477,,29135,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625222477.0, 'total': '32141963520622480', 'yes': '32132522504158494'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625222400', 'xdr_permyriad_per_icp': '294138'}",8280,1625222415,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.4138.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.337432,
359,ExecuteNnsFunction,IcpXdrConversionRate,,1625223023,1625223023,,29136,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625223023.0, 'total': '32141986674723162', 'yes': '32132597005121798'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625223000', 'xdr_permyriad_per_icp': '295470'}",8281,1625223016,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.547.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.338410,
360,ExecuteNnsFunction,IcpXdrConversionRate,,1625223632,1625223632,,29137,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625223632.0, 'total': '32141985482892438', 'yes': '32132544914734424'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625223600', 'xdr_permyriad_per_icp': '295330'}",8282,1625223616,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.533.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.339343,
361,ExecuteNnsFunction,IcpXdrConversionRate,,1625224279,1625224279,,29138,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625224279.0, 'total': '32141983284231144', 'yes': '32132542249708180'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625224200', 'xdr_permyriad_per_icp': '296522'}",8283,1625224215,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6522.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.340303,
362,ExecuteNnsFunction,IcpXdrConversionRate,,1625224820,1625224820,,29139,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625224820.0, 'total': '32141981081899524', 'yes': '32132593047481472'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625224740', 'xdr_permyriad_per_icp': '296732'}",8284,1625224815,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6732.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.341278,
363,ExecuteNnsFunction,IcpXdrConversionRate,,1625225477,1625225477,,29140,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625225477.0, 'total': '32141979008942768', 'yes': '32132589315506767'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625225340', 'xdr_permyriad_per_icp': '296452'}",8285,1625225416,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6452.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.342229,
364,ExecuteNnsFunction,IcpXdrConversionRate,,1625226075,1625226075,,29141,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625226075.0, 'total': '32141976806611104', 'yes': '32132587107216412'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625226000', 'xdr_permyriad_per_icp': '293086'}",8286,1625226016,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.3086.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.343186,
365,ExecuteNnsFunction,IcpXdrConversionRate,,1625226624,1625226624,,29142,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625226624.0, 'total': '32141974600615959', 'yes': '32132587068322326'}","{'data_source': {'icp': ['Coinbase'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625226600', 'xdr_permyriad_per_icp': '296241'}",8287,1625226617,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.6241.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.344200,
366,ExecuteNnsFunction,IcpXdrConversionRate,,1625227224,1625227224,,29143,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625227224.0, 'total': '32141973804336968', 'yes': '32132584093024954'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625227200', 'xdr_permyriad_per_icp': '294488'}",8288,1625227216,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.4488.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.345146,
367,ExecuteNnsFunction,IcpXdrConversionRate,,1625227822,1625227822,,29144,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625227822.0, 'total': '32141972981519204', 'yes': '32132583934119089'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625227800', 'xdr_permyriad_per_icp': '295120'}",8289,1625227815,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.512.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.346109,
368,ExecuteNnsFunction,IcpXdrConversionRate,,1625228426,1625228426,,29145,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625228426.0, 'total': '32141971443446306', 'yes': '32132530827125348'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625228340', 'xdr_permyriad_per_icp': '294629'}",8290,1625228417,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.4629.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.347046,
369,ExecuteNnsFunction,IcpXdrConversionRate,,1625229022,1625229022,,29146,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625229022.0, 'total': '32141969248455400', 'yes': '32132580881214279'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625229000', 'xdr_permyriad_per_icp': '292034'}",8291,1625229015,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.2034.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.348003,
370,ExecuteNnsFunction,IcpXdrConversionRate,,1625229619,1625229619,,29147,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625229619.0, 'total': '32141967046123259', 'yes': '32132579484068976'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625229600', 'xdr_permyriad_per_icp': '295049'}",8292,1625229615,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.5049.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.348970,
371,ExecuteNnsFunction,IcpXdrConversionRate,,1625230224,1625230224,,29148,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625230224.0, 'total': '32141965092918740', 'yes': '32132576713748097'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625230200', 'xdr_permyriad_per_icp': '297503'}",8293,1625230217,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.7503.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.349933,
372,ExecuteNnsFunction,IcpXdrConversionRate,,1625230821,1625230821,,29149,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625230821.0, 'total': '32141966186918493', 'yes': '32132525086169309'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625230800', 'xdr_permyriad_per_icp': '297994'}",8294,1625230816,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.7994.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.350867,
373,ExecuteNnsFunction,IcpXdrConversionRate,,1625231480,1625231480,,29150,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625231480.0, 'total': '32141964584590359', 'yes': '32132523938183867'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625231340', 'xdr_permyriad_per_icp': '297433'}",8295,1625231416,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.7433.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.351805,
374,ExecuteNnsFunction,IcpXdrConversionRate,,1625232020,1625232020,,29151,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625232020.0, 'total': '32141963802909001', 'yes': '32132574043937587'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625232000', 'xdr_permyriad_per_icp': '299677'}",8296,1625232015,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.9677.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.352745,
375,ExecuteNnsFunction,IcpXdrConversionRate,,1625232677,1625232677,,29152,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625232677.0, 'total': '32141968131233250', 'yes': '32132577825575708'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625232600', 'xdr_permyriad_per_icp': '300028'}",8297,1625232616,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.0028.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.353801,
376,ExecuteNnsFunction,IcpXdrConversionRate,,1625233222,1625233222,,29153,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625233222.0, 'total': '32141966557247586', 'yes': '32132578959466595'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625233140', 'xdr_permyriad_per_icp': '299116'}",8298,1625233214,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.9116.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.354777,
377,ExecuteNnsFunction,IcpXdrConversionRate,,1625233823,1625233823,,29154,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625233823.0, 'total': '32141970348178619', 'yes': '32132581781930840'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625233800', 'xdr_permyriad_per_icp': '301150'}",8299,1625233816,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.115.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.355715,
378,ExecuteNnsFunction,IcpXdrConversionRate,,1625234482,1625234482,,29155,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625234482.0, 'total': '32141984916321853', 'yes': '32132594592786378'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625234400', 'xdr_permyriad_per_icp': '302692'}",8300,1625234416,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.2692.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.356684,
379,ExecuteNnsFunction,IcpXdrConversionRate,,1625235023,1625235023,,29156,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625235023.0, 'total': '32141983384473401', 'yes': '32132593595698727'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625234940', 'xdr_permyriad_per_icp': '300378'}",8301,1625235016,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.0378.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.357674,
380,ExecuteNnsFunction,IcpXdrConversionRate,,1625235680,1625235680,,29157,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625235680.0, 'total': '32141981152051887', 'yes': '32132540463511617'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625235600', 'xdr_permyriad_per_icp': '299607'}",8302,1625235616,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 29.9607.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.358728,
381,ExecuteNnsFunction,IcpXdrConversionRate,,1625236278,1625236278,,29158,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625236278.0, 'total': '32141979822885716', 'yes': '32132592195304362'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625236200', 'xdr_permyriad_per_icp': '302341'}",8303,1625236216,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.2341.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.359708,
382,ExecuteNnsFunction,IcpXdrConversionRate,,1625236821,1625236821,,29159,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625236821.0, 'total': '32142037179657185', 'yes': '32132594305955444'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625236740', 'xdr_permyriad_per_icp': '305356'}",8304,1625236817,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.5356.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.360693,
383,ExecuteNnsFunction,IcpXdrConversionRate,,1625237473,1625237473,,29160,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625237473.0, 'total': '32142034977369213', 'yes': '32132593810393768'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625237400', 'xdr_permyriad_per_icp': '304655'}",8305,1625237417,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.4655.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.361672,
384,ExecuteNnsFunction,IcpXdrConversionRate,,1625238075,1625238075,,29161,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625238075.0, 'total': '32142032778751631', 'yes': '32132644170818684'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625238000', 'xdr_permyriad_per_icp': '304936'}",8306,1625238016,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.4936.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.362613,
385,ExecuteNnsFunction,IcpXdrConversionRate,,1625238625,1625238625,,29162,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625238625.0, 'total': '32142030576463565', 'yes': '32132589857827715'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625238600', 'xdr_permyriad_per_icp': '304024'}",8307,1625238616,23.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.4024.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.363547,
386,ExecuteNnsFunction,IcpXdrConversionRate,,1625239223,1625239223,,29163,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625239223.0, 'total': '32141851958151123', 'yes': '32132464300789257'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625239200', 'xdr_permyriad_per_icp': '300659'}",8308,1625239216,26.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.0659.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.364480,
387,ExecuteNnsFunction,IcpXdrConversionRate,,1625239821,1625239821,,29164,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625239821.0, 'total': '32141849756257597', 'yes': '32132408565213526'}","{'data_source': {'icp': ['Binance'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625239800', 'xdr_permyriad_per_icp': '300448'}",8309,1625239816,25.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.0448.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.365428,
388,ExecuteNnsFunction,IcpXdrConversionRate,,1625240477,1625240477,,29165,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625240477.0, 'total': '32141847502986686', 'yes': '32132459833573620'}","{'data_source': {'icp': ['Binance'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': '1625240400', 'xdr_permyriad_per_icp': '301805'}",8310,1625240430,24.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.1805.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.366374,
389,ExecuteNnsFunction,IcpXdrConversionRate,,1625241021,1625241021,,29166,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625241021.0, 'total': '32141845687501558', 'yes': '32132455298413695'}","{'data_source': {'icp': ['Huobi'], 'sdr': 'fixer.io'}, 'timestamp_seconds': '1625241000', 'xdr_permyriad_per_icp': '304165'}",8311,1625241016,22.0,100000000,SETTLED,2021-07-01 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.4165.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.367306,
390,ExecuteNnsFunction,IcpXdrConversionRate,,1625241620,1625241620,,29167,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625241620.0, 'total': '32141843489278200', 'yes': '32132455808101872'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': '1625241600', 'xdr_permyriad_per_icp': '303978'}",8312,1625241615,23.0,100000000,SETTLED,2021-07-02 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.3978.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.368243,
391,ExecuteNnsFunction,IcpXdrConversionRate,,1625242219,1625242219,,29168,"[{'id': '27', 'name': 'DFINITY Foundation', 'vote': 0}, {'id': '28', 'name': 'Internet Computer Association', 'vote': 0}]","{'no': '0', 'timestamp_seconds': 1625242219.0, 'total': '32141841287385187', 'yes': '32132453600252743'}","{'data_source': {'icp': ['KuCoin'], 'sdr': 'refinitiv.com'}, 'timestamp_seconds': '1625242200', 'xdr_permyriad_per_icp': '301805'}",8313,1625242215,26.0,100000000,SETTLED,2021-07-02 16:00:00.000000,EXECUTED,The ICP/XDR conversion rate is set to 30.1805.,,TOPIC_EXCHANGE_RATE,2022-01-27 19:34:25.369180,
